address,price,dong_may,cpu,ram,o_cung,man_hinh,card_man_hinh,kich_thuoc,khoi_luong,pin,he_dieu_hanh,do_phan_giai
https://phongvu.vn/apple-macbook-pro-13-m2-16gb-512gb-ssd--p446136?sku=230301381,42169000,APPLE,Apple M2,,512GB SSD,13.3 inch,,30.41 x 21.24 x 1.56 cm,1.4,,macOS,2560 x 1600
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-elitebook-830-g9-6z972pa-i5-1235u-bac--s221200153,31990000,HP,Intel Core i5-1235U,8GB Onboard,512GB SSD M.2 NVMe,13.3 inch,Onboard  Intel Iris Xe Graphics,30.01 x 21.48 x 1.92 cm,1.2,3 cell,Windows 11 Pro,1920 x 1200
https://phongvu.vn/apple-macbook-pro-m2-2022-13-inch-16gb-512gb-ssd--s220910425,44462000,APPLE,Apple M2,,512GB SSD,13.3 inch,,30.41 x 21.24 x 1.56 cm,1.4,,macOS,2560 x 1600
https://phongvu.vn/apple-macbook-air-m2-2022-13-inch-16gb-512gb-ssd--p447980?sku=220806192,44770000,APPLE,Apple M2,,512GB SSD,13.6 inch,,30.41 x 21.5 x 1.13 cm,1.2,,macOS,2560 x 1664
https://phongvu.vn/apple-macbook-air-m2-2022-13-inch-16gb-256gb-ssd--p447978?sku=220806190,36890000,APPLE,Apple M2,,256GB SSD,13.6 inch,,30.41 x 21.5 x 1.13 cm,1.2,,macOS,2560 x 1664
https://phongvu.vn/apple-macbook-pro-13-m2-2022-8gb-512gb-ssd--p440573?sku=220700059,39300000,APPLE,Apple M2,,512GB SSD,13.3 inch,,30.41 x 21.24 x 1.56 cm,1.4,,macOS,2560 x 1600
https://phongvu.vn/apple-macbook-pro-m2-13-8gb-256gb-ssd--p440571?sku=220700057,30990000,APPLE,Apple M2,,256GB SSD,13.3 inch,,30.41 x 21.24 x 1.56 cm,1.4,,macOS,2560 x 1600
https://phongvu.vn/apple-macbook-air-m2-2022-13-inch-8gb-512gb-ssd--p440569?sku=220700055,39900000,APPLE,Apple M2,,512GB SSD,13.6 inch,,30.41 x 21.5 x 1.13 cm,1.3,,macOS,2560 x 1664
https://phongvu.vn/apple-macbook-air-m1-13-8gb-512gb-ssd--p136903?sku=201201619,34990000,APPLE,Apple M1,,512GB SSD,13.3 inch,,30.41 x 21.24 x 0.41–1.61 cm,1.3,,macOS,2560 x 1600
https://phongvu.vn/macbook-air-2019-mvfn2saa--s190800126,36990000,APPLE,Intel Core i5,,256GB SSD,13.3 inch,,30.4 x 21.2 x 1.6 cm,1.3,,macOS,2560 x 1600
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-vivobook-s-15-oled-bape-edition-s5504va-ma291w-i5-13500h-den--s230803713,,ASUS,Intel Core i5-13500H,1 x 16GB,512GB SSD M.2 NVMe,15.6 inch,Intel Iris Xe Graphics,35.93 x 22.94 x 1.79 cm,1.8,4 cell,Windows 11 Home,2880 x 1620
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-strix-g16-g614jv-n4261w-i9-13980hx-xam--s230802027,,ASUS,Intel Core i9-13980HX,1 x 16GB,1TB SSD M.2 NVMe,16 inch,RTX 4060  8GB  GDDR6 / Intel UHD Graphics 770,35.4 x 26.4 x 2.26 ~ 3.04 cm,2.5,4 cell,Windows 11 Home,2560 x 1600
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-xps13-plus-9320-5cg57-i7-1360p-bac--s230604091,,Dell,Intel Core i7-1360P,32GB Onboard,1TB SSD M.2 NVMe,13.4 inch,Onboard  Intel Iris Xe Graphics,29.53 x 19.91 x 1.6 cm,1.3,3 cell,Windows 11 Home SL + Office Home & Student 2021,3456 x 2160
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-yoga-slim-7-pro-14iah7-82ut006cvn-i7-12700h-xam--s230704093,,Lenovo,Intel Core i7-12700H,16GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  8GB  GDDR6 / Intel Iris Xe Graphics,31.24 x 22.14 x 1.49 cm,1.4,61 Wh  Pin liền,Windows 11 Home SL + Office Home & Student 2021,2880 x 1800
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-14-5430-20dy3-i7-1355u-bac--s230502457,,Dell,Intel Core i7-1355U,16GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,31.40 x 22.66 x 1.85 cm,1.5,4 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-rog-strix-g16-g614jv-n4455w-i7-13650hx-xam--s230500320,,ASUS,Intel Core i7-13650HX,1 x 16GB,512GB SSD M.2 NVMe,16 inch,RTX 4060  8GB  GDDR6 / Intel UHD Graphics 710,35.4 x 26.4 x 2.26 ~ 3.04 cm,2.5,4 cell,Windows 11 Home,2560 x 1600
https://phongvu.vn/hp-14s-14-em0085au-835t8pa-amd-ryzen-3-7320u-bac--s230402680,,HP,AMD Ryzen 3 7320U,8GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  AMD Radeon 610,32.37 x 21.5 x 1.79 cm,1.4,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-gigabyte-g5-kf-e3vn313sh-i5-12500h-den--s230402241,,GIGABYTE,Intel Core i5-12500H,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 4060  8GB  GDDR6 / Intel Iris Xe Graphics,360 x 238 x  227 mm,1.9,54 Wh  Pin liền,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-gigabyte-g5-kf-e3vn333sh-i5-12500h-den--s230402242,,GIGABYTE,Intel Core i5-12500H,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 4060  8GB  GDDR6 / Intel Iris Xe Graphics,360 x 238 x  227 mm,1.9,54 Wh  Pin liền,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-gigabyte-g5-mf-e2vn333sh-i5-12500h-den--s230402243,,GIGABYTE,Intel Core i5-12500H,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 4050  6GB  GDDR6 / Intel Iris Xe Graphics,360 x 238 x  227 mm,1.9,54 Wh  Pin liền,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-gaming-g15-5530-i7h165w11gr4050-i7-13650hx-xam--s230402238,,Dell,Intel Core i7-13650HX,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 4050  6GB  GDDR6 / Intel UHD Graphics 710,21.28 - 26.15 x 357.26 x 274.52 mm,2.6,3 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-14-5430-n5430-i5p165w11sld2-i5-1340p-bac--s230402247,,Dell,Intel Core i5-1340P,16GB Onboard,512GB SSD M.2 NVMe,14 inch,GeForce MX550  2GB  GDDR6 / Intel Iris Xe Graphics,(16.49 -15.74); (18.52- 17.67) x 314.00 x 226.60 mm,1.8,4 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-gaming-g15-5525-r7h165w11gr3060-amd-ryzen-7-6800h-xam--s230402237,,Dell,AMD Ryzen 7 6800H,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3060  6GB  GDDR6 / AMD Radeon 680M,21.32 - 25.33 x 357.26 x 272.11 mm,2.7,3 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-thinkpad-e14-gen-4-21e300dpva-i5-1235u-den--s230401798,,Lenovo,Intel Core i5-1235U,1 x 8GB,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,324 x 220.7 x 17.9 mm,1.6,3 cell,Free DOS,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-msi-katana-gf66-12udk-814vn-i7-12650h-den--s230401842,,MSI,Intel Core i7-12650H,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3050Ti  4GB  GDDR6 / Intel UHD Graphics,359 x 259 x 24.9 mm,2.2,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-vivobook-x1504va-nj069w-i3-1315u-bac--s230304295,,ASUS,Intel Core i3-1315U,8GB Onboard,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel UHD Graphics,35.97 x 23.25 x 1.79 cm,1.7,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-440-g9-81h20pa-i5-1235u-bac--s230302705,,HP,Intel Core i5-1235U,1 x 16GB,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,31.26 x 22.12 x 1.55 cm,1.4,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-5620-n6i7009w1-i7-1255u-bac--s230302072,,Dell,Intel Core i7-1255U,2 x 8GB,512GB SSD M.2 NVMe,16 inch,Onboard  Intel Iris Xe Graphics,356.78 x 251.9 x 15.67 - 17.95 mm,2,4 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-thinkpad-t14s-gen-3-21br00e2va-i5-1235u-den--s230203709,,Lenovo,Intel Core i5-1235U,16GB Onboard,512GB SSD M.2 NVMe,14 inch,Intel Iris Xe Graphics,31.75 x 22.69 x 1.69 cm,1.2,3 cell,No OS,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-vivobook-m513ua-ej710w-amd-ryzen-7-5700u-bac--s230201273,,ASUS,AMD Ryzen 7 5700U,16GB (8GB + 8GB Onboard),512GB SSD M.2 NVMe,15.6 inch,AMD Radeon Graphics,35.98 x 23.53 x 1.86 ~ 1.95 cm,1.8,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-gaming-3-15ihu6-82k101hgvn-i5-11320h-den--s230105820,,Lenovo,Intel Core i5-11320H,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3050  4GB  GDDR6 / Intel Iris Xe Graphics,36 x 25 x 2.4 cm,2.2,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-5-pro-16arh7-82sn00b0vn-amd-ryzen-7-6800hs-xam--s230105667,,Lenovo,AMD Ryzen 7 6800HS,16GB Onboard,512GB SSD M.2 NVMe,16 inch,RTX 3050  4GB  GDDR6 / AMD Radeon 680M,35.6 x 25.1 x 1.7 cm,1.9,4 cell,Windows 11 Home SL,2560 x 1600
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-15-3520-5m2tt1-i3-1215u-xam--s221201940,,Dell,Intel Core i3-1215U,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel UHD Graphics,35.85 x 23.56 x 1.9 cm,1.7,3 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1080
https://phongvu.vn/hp-victus-16-d1185tx-7c0s3pa--s221202089,,HP,Intel Core i7-12700H,2 x 8GB,512GB SSD M.2 NVMe,16.1 inch,RTX 3060  6GB  GDDR6 / Intel Iris Xe Graphics,37 x 26 x 2.35 cm,2.5,4 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-15-3520-5m2tt3-i7-1255u-xam--s221201942,,Dell,Intel Core i7-1255U,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.85 x 23.56 x 1.9 cm,1.7,4 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-expertbook-b1400cba-eb0641w-i5-1235u-den--s221201472,,ASUS,Intel Core i5-1235U,8GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,32.34 x 21.56 x 1.92 cm,1.4,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-msi-gf63-thin-11uc-1230vn-i5-11400h-den--s221201236,,MSI,Intel Core i5-11400H,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3050  4GB  GDDR6 / Intel UHD Graphics,35.9 x 25.4 x 2.17 Cm,1.8,3 cell,Windows 10 Home 64-bit,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-1-15amn7-82vg0022vn-amd-ryzen-5-7520u-xam--s221201114,,Lenovo,AMD Ryzen 5 7520U,8GB Onboard,512GB SSD M.2 NVMe,15.6 inch,Onboard  AMD Radeon 610M,36.02 x 23.6 x 1.79 cm,1.6,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-3420-3420-71003348-i5-1235u-xam--s221200259,,Dell,Intel Core i5-1235U,1 x 8GB,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,32.0 x 22.0 x 1.9 cm,1.5,3 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-16-5620-5620-71003903-i5-1235u-bac--s221200262,,Dell,Intel Core i5-1235U,1 x 8GB,512GB SSD M.2 NVMe,16 inch,Onboard  Intel Iris Xe Graphics,35.6 x 25.19 x 1.83 cm,1.8,4 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1200
https://phongvu.vn/hp-pavilion-15-eg2063tx-7c0q2pa--s221200068,,HP,Intel Core i5-1235U,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,GeForce MX550  2GB  GDDR6 / Intel Iris Xe Graphics,36.02 x 23.4 x 1.79 cm,1.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/hp-victus-16-d1191tx-7c0s5pa--s221200056,,HP,Intel Core i5-12500H,2 x 8GB,512GB SSD M.2 NVMe,16.1 inch,RTX 3050Ti  4GB  GDDR6 / Intel Iris Xe Graphics,37 x 26 x 2.35 cm,2.4,4 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-victus-16-e1104ax-7c0s9pa-ryzen7-6800h-den--s221200057,,HP,AMD Ryzen 7 6800H,1 x 8GB,512GB SSD M.2 NVMe,16.1 inch,RTX 3050  4GB  GDDR6 / AMD Radeon 680M,37 x 26 x 2.35 cm,2.4,4 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/hp-pavilion-x360-14-ek0134tu-7c0p8pa--s221200060,,HP,Intel Core i5-1235U,8GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,32.2 x 21 x 1.99 cm,1.5,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/hp-pavilion-x360-14-ek0132tu-7c0w4pa--s221200061,,HP,Intel Core i7-1255U,16GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,32.2 x 21 x 1.99 cm,1.5,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/hp-pavilion-15-eg2085tu-7c0q7pa--s221200072,,HP,Intel Core i5-1240P,2 x 4GB,256GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,36.02 x 23.4 x 1.79 cm,1.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/hp-pavilion-15-eg2082tu-7c0q5pa--s221101880,,HP,Intel Core i5-1240P,2 x 4GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,36.02 x 23.4 x 1.79 cm,1.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/hp-pavilion-15-eg2083tu-7c0w9pa--s221101881,,HP,Intel Core i5-1240P,2 x 4GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,36.02 x 23.4 x 1.79 cm,1.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-15s-fq5163tu-core-i5-1235u--s221101764,,HP,Intel Core i5-1235U,2 x 4GB,256GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.85 x 24.2 x 1.79 cm,1.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/hp-15s-fq5146tu--s221101767,,HP,Intel Core i7-1255U,2 x 4GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.85 x 24.2 x 1.79 cm,1.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/hp-pavilion-14-dv2069tu--s221101768,,HP,Intel Core i3-1215U,1 x 8GB,256GB SSD M.2 NVMe,14 inch,Onboard  Intel UHD Graphics,32.5 x 21.66 x 1.70 cm,1.4,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-14s-dq5102tu-7c0q1pa-i7-1255u-bac--s221101495,,HP,Intel Core i7-1255U,2 x 4GB,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,32.4 x 22.5 x 1.79 cm,1.5,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/hp-victus-16-e1105ax-7c0t0pa-amd-ryzen-5-6600h--s221101323,,HP,AMD Ryzen 5 6600H,2 x 8GB,512GB SSD M.2 NVMe,16.1 inch,RTX 3050Ti  4GB  GDDR6 / AMD Radeon 660M,37 x 26 x 2.35 cm,2.5,4 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-victus-15-fa0110tx-7c0r3pa-i7-12700h-den--s221101327,,HP,Intel Core i7-12700H,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3050  4GB  GDDR6 / Intel Iris Xe Graphics,35.79 x 25.5 x 2.35 cm,2.3,4 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-gaming-g15-5520-71000334-i7-12700h-xam--s221100991,,Dell,Intel Core i7-12700H,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3060  6GB  GDDR6 / Intel Iris Xe Graphics,36 x 27 x 2.5 cm,2.6,6 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1080
https://phongvu.vn/gigabyte-g5-ge-51vn213sh--s221100834,,GIGABYTE,Intel Core i5-12500H,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3050  4GB  GDDR6 / Intel Iris Xe Graphics,36.0 x 23.8 x  2.27 cm,1.9,54 Wh  Pin liền,Windows 10 Home SL 64-bit,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-zbook-firefly-14-g8-275w0av-i7-1165g7-bac--s221100907,,HP,Intel Core i7-1165G7,1 x 16GB,1TB SSD M.2 NVMe,14 inch,Quadro T500  4GB  GDDR5 / Intel Iris Xe Graphics,32.3 x 21.46 x 1.79 cm,1.35,3 cell,Windows 10 Pro 64-bit,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-zbook-firefly-14-g8-275v5av-i5-1135g7-bac--s221100908,,HP,Intel Core i5-1135G7,1 x 16GB,512GB SSD M.2 NVMe,14 inch,Quadro T500  4GB  GDDR5 / Intel Iris Xe Graphics,32.3 x 21.46 x 1.79 cm,1.35,3 cell,Windows 10 Pro 64-bit,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-450-g9-6m0y8pa-i5-1235u-bac--s221100545,,HP,Intel Core i5-1235U,1 x 8GB,256GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.94 x 23.39 x 1.99 cm,1.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-a315-59-38pg-nx-k6tsv-00a-i3-1215u-bac--s221100406,,ACER,Intel Core i3-1215U,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel UHD Graphics,36.29 x 24.126 x 1.99 cm,1.7,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-gaming-g15-5520-g15-5520-i7h165w11gr3050ti-i7-12700h-xam--s221100289,,Dell,Intel Core i7-12700H,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,NVIDIA GeForce RTX 3050Ti  4GB  GDDR6 / Intel Iris Xe Graphics,21.32 - 25.33 x 357.26 x 272.11 mm,2.6,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/dell-gaming-g15-5515-r5h085w11gr3050--s221100290,,Dell,AMD Ryzen 5 6600H,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,NVIDIA GeForce RTX 3050  4GB  GDDR6 / AMD Radeon 660M,21.32 - 25.33 x 357.26 x 272.11 mm,2.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-envy-x360-13-bf0094tu-76b14pa-i5-1230u-xanh--s221003820,,HP,Intel Core i5-1230U,16GB Onboard,512GB SSD M.2 NVMe,13.3 inch,Onboard  Intel Iris Xe Graphics,29.83 x 21.49 x 1.61 cm,1.3,4 cell,Windows 11 Home SL,2880 x 1800
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-envy-x360-13-bf0090tu-76b13pa-i7-1250u-xanh--s221003819,,HP,Intel Core i7-1250U,16GB Onboard,512GB SSD M.2 NVMe,13.3 inch,Onboard  Intel Iris Xe Graphics,29.83 x 21.49 x 1.61 cm,1.3,4 cell,Windows 11 Home SL,2880 x 1800
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-tuf-gaming-fx517ze-hn888w-i7-12650h-den--s221003827,,ASUS,Intel Core i7-12650H,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3050Ti  4GB  GDDR6 / Intel UHD Graphics,35.4 x 25.1 x 1.99 ~ 2.07 cm,2,4 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/dell-inspiron-3520-n5i5122w1--s221003253,,Dell,Intel Core i5-1235U,1 x 8GB,256GB SSD M.2 NVMe,15.6 inch,Intel Iris Xe Graphics,23.556 x 35.85 x 1.89 cm,1.9,3 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-s14-g3-iap-82tw0029vn-i5-1235u-xam--s221002803,,Lenovo,Intel Core i5-1235U,1 x 8GB,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,32.4 x 21.5 x 1.79 cm,1.4,45 Wh  Pin liền,,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-lenovo-yoga-slim-7-pro-14ihu5-o-82nh00bdvn-i5-11320h-bac--s221002908,,Lenovo,Intel Core i5-11320H,16GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,31.2 x 22.1 x 1.49 cm,1.3,61 Wh  Pin liền,Windows 11 Home,2880 x 1800
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-thinkpad-e14-gen-4-21e300dmva-i3-1215u-den--s221002792,,Lenovo,Intel Core i3-1215U,8GB Onbard,512GB SSD M.2 NVMe,14 inch,Onboard  Intel UHD Graphics,32.4 x 22.07 x 1.79 Cm,1.6,45 Wh  Pin liền,,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-thinkpad-l13-gen-3-21b3005yva-i7-1255u-den--s221002793,,Lenovo,Intel Core i7-1255U,2 x 8GB Onbard,512GB SSD M.2 NVMe,13.3 inch,Onboard  Intel Iris Xe Graphics,30.5 x 21.8 x 1.73 Cm,1.2,46 Wh  Pin liền,,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-thinkpad-t16-gen-1-21bv00ekva-i5-1235u-den--s221002795,,Lenovo,Intel Core i5-1235U,8GB Onbard,512GB SSD M.2 NVMe,16 inch,Onboard  Intel Iris Xe Graphics,36.19 x 25.55 x 2.05 Cm,1.6,52 Wh  Pin liền,,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-thinkpad-x1-nano-gen-2-21e8003jvn-i7-1260p-den--s221002796,,Lenovo,Intel Core i7 1260P,16GB Onbard,512GB SSD M.2 NVMe,13 inch,Onboard  Intel Iris Xe Graphics,29.33 x 20.81 x 1.48 cm,1,50 Wh  Pin liền,Windows 11 Pro,2160 x 1350
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-thinkpad-x1-nano-gen-2-21e8003fvn-i7-1260p-den--s221002797,,Lenovo,Intel Core i7 1260P,16GB Onbard,1TB SSD M.2 NVMe,13 inch,Onboard  Intel Iris Xe Graphics,29.33 x 20.81 x 1.48 cm,1,50 Wh  Pin liền,Windows 11 Pro,2160 x 1350
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-s14-g3-iap-82tw002cvn-i5-1235u-xam--s221002805,,Lenovo,Intel Core i5-1235U,1 x 8GB,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,32.4 x 21.5 x 1.79 cm,1.4,45 Wh  Pin liền,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/dell-inspiron-15-3520-i7-70298438--s221001004,,Dell,Intel Core i7-1255U,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.8 x 23.5 x 1.75 Cm,1.9,4 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-vivobook-s-14-flip-tp3402za-lz159w-i5-12500h-bac--s221001979,,ASUS,Intel Core i5-12500H,8GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,31.32 x 22.76 x 1.89 cm,1.5,3 cell,Windows 11 Home,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-yoga-slim-7-carbon-13iap7-82u90044vn-i5-1240p-xam--s221000519,,Lenovo,Intel Core i5-1240P,16GB Onboard,512GB SSD M.2 NVMe,13.3 inch,Onboard  Intel Iris Xe Graphics,30.098 x 20.603 x 1.48  cm,0.9,4 cell,Windows 11 Home,2560 x 1600
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-yoga-slim-7-carbon-13iap7-82u90043vn-i7-1260p-xam--s221000520,,Lenovo,Intel Core i7 1260P,16GB Onboard,512GB SSD M.2 NVMe,13.3 inch,Onboard  Intel Iris Xe Graphics,30.098 x 20.603 x 1.48  cm,0.9,4 cell,Windows 11 Home,2560 x 1600
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-gaming-3-15arh7-82sb007mvn-amd-ryzen-7-6800h-xam--s221000523,,Lenovo,AMD Ryzen 7 6800H,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3050Ti  4GB  GDDR6 / AMD Radeon 680M,35.96 x 26.64 x 2.18 cm,2.3,4 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-legion-5-15arh7h-82rd004uvn-amd-ryzen-7-6800h-xam--s221000528,,Lenovo,AMD Ryzen 7 6800H,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3060  6GB  GDDR6 / AMD Radeon 680M,35.88 x 26.235 x 1.999 cm,2.4,4 cell,Windows 11 Home,2560 x 1440
